,regulon,coef,pval,fdr,log_fdr,significance
87,MECP2(+),0.039365282903671694,0.1027997545941849,0.7938349776638214,0.10026976928408199,Not Significant
89,MNT(+),-0.020819949086277958,0.2717765403402915,0.7938349776638214,0.10026976928408199,Not Significant
90,MTF1(+),0.00091962661865658,0.8522966869295494,0.9289076250805202,0.03202747213390069,Not Significant
91,MXD1(+),-0.11141337416838053,0.03357825561372973,0.7938349776638214,0.10026976928408199,Not Significant
92,MXD3(+),0.01610243290268743,0.013425057626409852,0.7938349776638214,0.10026976928408199,Not Significant
93,MXI1(+),0.015126535582694688,0.3601988154732096,0.7938349776638214,0.10026976928408199,Not Significant
94,MYBL1(+),0.00414983874801,0.3444296342690145,0.7938349776638214,0.10026976928408199,Not Significant
96,MYPOP(+),-0.07879461911562506,0.16036364705108033,0.7938349776638214,0.10026976928408199,Not Significant
97,MZF1(+),-0.0027289599550047354,0.7900343657525858,0.907771086016018,0.04202365435773725,Not Significant
98,NFATC2(+),0.0083599263426774,0.7151798358393209,0.9009408321612224,0.04530372967537566,Not Significant
99,NFATC3(+),0.008797206936631989,0.620098933399384,0.8558651835537738,0.0675946402876178,Not Significant
100,NFE2L1(+),-0.00089885699929973,0.9059562167979298,0.9500297624799912,0.022262788944459294,Not Significant
101,NFE2L2(+),-0.025002019735172014,0.5213767910627459,0.8296786612628285,0.08109007950608185,Not Significant
102,NFE2L3(+),-0.02104954518456869,0.4513784726659247,0.8296786612628285,0.08109007950608185,Not Significant
103,NFIA(+),0.0009832164341509891,0.9820749806237918,0.9820749806237918,0.00785535291770822,Not Significant
104,NFIC(+),0.0025873011466909118,0.4969014888668265,0.8296786612628285,0.08109007950608185,Not Significant
105,NKX6-2(+),0.0075005092800256076,0.5315252199284012,0.8296786612628285,0.08109007950608185,Not Significant
106,NR2F1(+),0.018464722041849655,0.35162941817213345,0.7938349776638214,0.10026976928408199,Not Significant
107,NR2F6(+),0.02336071627093326,0.4137719696776804,0.8190996134435714,0.08666327902325947,Not Significant
108,NR3C1(+),0.014140972004119814,0.2395413886504293,0.7938349776638214,0.10026976928408199,Not Significant
109,NR4A1(+),0.1003643235407658,0.32531903300006254,0.7938349776638214,0.10026976928408199,Not Significant
110,OVOL2(+),-0.0027190392393287395,0.6936000885170643,0.896520408392817,0.04743981970859966,Not Significant
111,PATZ1(+),-0.011050513527637742,0.45952587891775565,0.8296786612628285,0.08109007950608185,Not Significant
112,PBX1(+),0.010114676190574183,0.602557710643476,0.8470738830785096,0.07207870818886464,Not Significant
113,PLAG1(+),-0.045393465238917775,0.23573044641347413,0.7938349776638214,0.10026976928408199,Not Significant
114,POU2F1(+),-0.0010581067502430466,0.7990595724251103,0.907771086016018,0.04202365435773725,Not Significant
115,POU2F2(+),0.06863339758892965,0.07374531486973658,0.7938349776638214,0.10026976928408199,Not Significant
116,POU5F1(+),0.04109813224239318,0.39325641324035715,0.7938349776638214,0.10026976928408199,Not Significant
117,POU6F1(+),0.0035465986827821197,0.602557710643476,0.8470738830785096,0.07207870818886464,Not Significant
118,PPARG(+),0.04963635898337483,0.2816728189293147,0.7938349776638214,0.10026976928408199,Not Significant
119,PRDM10(+),-0.030651669247441723,0.37991356923771263,0.7938349776638214,0.10026976928408199,Not Significant
120,PURA(+),0.042371003149657444,0.08691118961208273,0.7938349776638214,0.10026976928408199,Not Significant
122,RBPJ(+),-0.05302312096374882,0.15233766496121057,0.7938349776638214,0.10026976928408199,Not Significant
123,RELA(+),-0.007633403710886621,0.8741750962813647,0.9348068332755701,0.02927812165098435,Not Significant
126,RFX3(+),-0.056101886301782776,0.46597256997317404,0.8296786612628285,0.08109007950608185,Not Significant
127,RFX5(+),0.027509259062569184,0.38035547040291307,0.7938349776638214,0.10026976928408199,Not Significant
129,RFXAP(+),0.015624086697572183,0.7518658097920554,0.9060266765613383,0.04285901500218767,Not Significant
130,RUNX1(+),0.2753555798873947,0.1502047099276952,0.7938349776638214,0.10026976928408199,Not Significant
131,RUNX3(+),0.007550783301763844,0.1573634456138147,0.7938349776638214,0.10026976928408199,Not Significant
132,RXRA(+),-0.008049273182452242,0.49535112059346853,0.8296786612628285,0.08109007950608185,Not Significant
133,RXRB(+),0.026319545887605753,0.14930297796983538,0.7938349776638214,0.10026976928408199,Not Significant
134,SIN3A(+),0.02645287015356669,0.035397003171523916,0.7938349776638214,0.10026976928408199,Not Significant
135,SMAD3(+),0.3372306093602852,0.023863030249562277,0.7938349776638214,0.10026976928408199,Not Significant
136,SMAD4(+),0.002406223093710874,0.8810195162028109,0.9348068332755701,0.02927812165098435,Not Significant
137,SMARCC2(+),-0.019880813838712687,0.049132518643522916,0.7938349776638214,0.10026976928408199,Not Significant
138,SNAPC5(+),0.005237904595086301,0.602557710643476,0.8470738830785096,0.07207870818886464,Not Significant
139,SOX2(+),0.028972765516352188,0.18911850486322634,0.7938349776638214,0.10026976928408199,Not Significant
141,SP1(+),0.015360873028781846,0.11890212726894468,0.7938349776638214,0.10026976928408199,Not Significant
143,SP4(+),0.07247639428358792,0.05262405243958688,0.7938349776638214,0.10026976928408199,Not Significant
144,SPI1(+),0.007194810151209967,0.38616520934175763,0.7938349776638214,0.10026976928408199,Not Significant
145,SREBF1(+),0.02358402246126657,0.3567627450731939,0.7938349776638214,0.10026976928408199,Not Significant
146,SREBF2(+),0.005426313994385427,0.3077367691020686,0.7938349776638214,0.10026976928408199,Not Significant
147,STAT1(+),0.013882637947853469,0.209434132284204,0.7938349776638214,0.10026976928408199,Not Significant
148,STAT5A(+),0.011930843714518911,0.3020105378335693,0.7938349776638214,0.10026976928408199,Not Significant
149,STAT6(+),0.0013354339969476206,0.6396930495633877,0.8558651835537738,0.0675946402876178,Not Significant
150,TAF1(+),0.005819659778608583,0.2720887960225411,0.7938349776638214,0.10026976928408199,Not Significant
151,TAL1(+),-0.001643676706061976,0.9187671550648481,0.9582840219493576,0.018505753046656467,Not Significant
152,TBL1XR1(+),-0.0018846018011296744,0.7766753481185573,0.907771086016018,0.04202365435773725,Not Significant
153,TBP(+),0.0014881908557013797,0.5649459539214818,0.8366375195478433,0.07746266310320475,Not Significant
154,TCF12(+),0.03354426202277043,0.16533606954798874,0.7938349776638214,0.10026976928408199,Not Significant
155,TCF3(+),0.012380986711938363,0.3469485846610785,0.7938349776638214,0.10026976928408199,Not Significant
156,TCF7L2(+),0.0049635222002667005,0.7700215683196063,0.907771086016018,0.04202365435773725,Not Significant
157,TEAD1(+),-0.003898990708783028,0.5242115198430739,0.8296786612628285,0.08109007950608185,Not Significant
158,TFAP4(+),0.05673014131886064,0.10267226521325178,0.7938349776638214,0.10026976928408199,Not Significant
159,TFE3(+),0.003485514550183089,0.8052402440316662,0.907771086016018,0.04202365435773725,Not Significant
160,THRA(+),0.0020811141150751254,0.7450377908829442,0.9060266765613383,0.04285901500218767,Not Significant
161,THRB(+),-0.01443139771502991,0.3530985515381656,0.7938349776638214,0.10026976928408199,Not Significant
162,USF1(+),-0.00742418970459583,0.21204720015683037,0.7938349776638214,0.10026976928408199,Not Significant
163,USF2(+),0.0015083129913550492,0.8468524448771744,0.9281885554021008,0.03236379075038386,Not Significant
164,VDR(+),-0.009836541320782141,0.3428988640298987,0.7938349776638214,0.10026976928408199,Not Significant
165,YY1(+),-0.0053049063861955814,0.484201545495505,0.8296786612628285,0.08109007950608185,Not Significant
166,ZBED1(+),0.04413391299823478,0.044617705760040836,0.7938349776638214,0.10026976928408199,Not Significant
167,ZBTB14(+),0.04571855503195212,0.21829753630923165,0.7938349776638214,0.10026976928408199,Not Significant
170,ZBTB25(+),-0.026080830974006413,0.04526758558814281,0.7938349776638214,0.10026976928408199,Not Significant
171,ZBTB37(+),0.0009282947352270075,0.9783909931408659,0.9820749806237918,0.00785535291770822,Not Significant
173,ZBTB40(+),-0.009879221221437612,0.3933379422421739,0.7938349776638214,0.10026976928408199,Not Significant
174,ZBTB5(+),-0.04659670572522079,0.07626446291859414,0.7938349776638214,0.10026976928408199,Not Significant
175,ZBTB7A(+),0.008107434637190427,0.12636946198722895,0.7938349776638214,0.10026976928408199,Not Significant
176,ZEB1(+),0.014888446418959426,0.2217653226246227,0.7938349776638214,0.10026976928408199,Not Significant
177,ZFHX3(+),0.003974741939025582,0.2780050585474423,0.7938349776638214,0.10026976928408199,Not Significant
178,ZFP14(+),-0.012458616147258844,0.26794829976335366,0.7938349776638214,0.10026976928408199,Not Significant
179,ZFX(+),-0.0012691773008476474,0.9420313329567774,0.9720961627319937,0.012290771207323886,Not Significant
180,ZFY(+),-0.008614381045184614,0.5872266455498076,0.8441012028917081,0.07360548083580419,Not Significant
181,ZIC1(+),0.006599710560593164,0.7472398895389336,0.9060266765613383,0.04285901500218767,Not Significant
182,ZNF121(+),0.003826755718886319,0.026233386250090678,0.7938349776638214,0.10026976928408199,Not Significant
183,ZNF140(+),0.01296271258371292,0.5565814284498358,0.8366375195478433,0.07746266310320475,Not Significant
185,ZNF160(+),-0.0001137792640177204,0.9273300580429746,0.962042947916241,0.016805539576853944,Not Significant
186,ZNF184(+),0.04899850389455407,0.3088509250582497,0.7938349776638214,0.10026976928408199,Not Significant
187,ZNF217(+),0.0015433932828256467,0.9620683460467475,0.977179367188843,0.010025711582587991,Not Significant
188,ZNF234(+),0.032109706166625306,0.3109890759937888,0.7938349776638214,0.10026976928408199,Not Significant
189,ZNF257(+),-0.04798624504120032,0.11786528293381465,0.7938349776638214,0.10026976928408199,Not Significant
190,ZNF26(+),0.005552311053963762,0.2511694030097641,0.7938349776638214,0.10026976928408199,Not Significant
191,ZNF264(+),-0.003689672192620301,0.6340444990480026,0.8558651835537738,0.0675946402876178,Not Significant
192,ZNF266(+),-0.007584227280615387,0.7876746206661535,0.907771086016018,0.04202365435773725,Not Significant
193,ZNF267(+),0.025947702457618065,0.19519360150519083,0.7938349776638214,0.10026976928408199,Not Significant
194,ZNF30(+),0.004096611707792759,0.46051124003426325,0.8296786612628285,0.08109007950608185,Not Significant
195,ZNF32(+),0.0004098916230220995,0.8818023221104605,0.9348068332755701,0.02927812165098435,Not Significant
199,ZNF341(+),-0.04156459273251499,0.20323811135114814,0.7938349776638214,0.10026976928408199,Not Significant
200,ZNF354C(+),-0.001432738475557336,0.7927336906058351,0.907771086016018,0.04202365435773725,Not Significant
201,ZNF367(+),0.0013126910689632745,0.0342609870082357,0.7938349776638214,0.10026976928408199,Not Significant
205,ZNF430(+),-0.0048417977735019865,0.8374041598454008,0.9254905307976363,0.03362802039392173,Not Significant
206,ZNF44(+),0.00463498995061182,0.6312363163430743,0.8558651835537738,0.0675946402876178,Not Significant
207,ZNF440(+),0.00858352494591137,0.5300203091730239,0.8296786612628285,0.08109007950608185,Not Significant
208,ZNF460(+),0.021288340613108244,0.5587245355403447,0.8366375195478433,0.07746266310320475,Not Significant
209,ZNF467(+),-0.011884254355123905,0.21106352099164805,0.7938349776638214,0.10026976928408199,Not Significant
210,ZNF528(+),0.04706861187058685,0.5187690635333329,0.8296786612628285,0.08109007950608185,Not Significant
212,ZNF580(+),-0.002879735354339093,0.839620275362804,0.9254905307976363,0.03362802039392173,Not Significant
213,ZNF600(+),0.014158213756853737,0.5819682888453743,0.8441012028917081,0.07360548083580419,Not Significant
215,ZNF639(+),-0.026275089016942837,0.457598442248756,0.8296786612628285,0.08109007950608185,Not Significant
218,ZNF75D(+),-0.022196725224296318,0.23557131269694584,0.7938349776638214,0.10026976928408199,Not Significant
219,ZNF76(+),-0.0023352802991940215,0.8095072055709851,0.907771086016018,0.04202365435773725,Not Significant
222,ZNF83(+),-0.0039863439954004746,0.7049326377270355,0.896520408392817,0.04743981970859966,Not Significant
225,ZXDC(+),0.0031126496932802686,0.7750491777512678,0.907771086016018,0.04202365435773725,Not Significant
