,regulon
38,"[TMEM30A,CD1D,IFIT2,NPIPA1,NFE2L3,GPHN,TUBA1B,POLDIP2,JUN,ENOSF1,MRPL32,URB1,TUBB2B,PDE4B,FAM110B,CHP1,ZMIZ2,ZC3H12D,EGFL7,SNX10,RAD9A,RBSN,SETD6,DNAJC21,CHMP1A,SF3B2,TPST1,HSPA5,MIEN1,SLC11A1,CSNK2B,GRIK2,PLA2G4B,HDAC4,MED26,LSM5,KIAA1958,SYT13,HAX1,CENPI,DCUN1D4,SPAG5-AS1,MRPL18,RBM28,KIF1B,NPC2,TXNDC17,ENG,HNRNPAB,MRPL43,METTL2A,DDIT3,SMCO4,MYRIP,USP22,WDR83OS,KIF3B,KAT2A,PCNA,TIMM17A,MRPL37,SAFB2,MCM5,PDPK1,POC1A,CYTH2,MICAL3,BABAM1,JAG2,C1QTNF3,ACBD7,RSAD1,PLEKHB1,BLOC1S1,ZNF615,BACE1,MRPL33,BFAR,PPP5C,ETV1,P4HB,MSL1,VPS9D1,ETS1,DSTN,TCF4,CTPS1,METAP2,EIF2S2,SNRPA,MRPL17,OBSCN,SLC7A5,NRP1,SPRYD7,BMS1,TRMT11,TMUB1,ATF3,MRPL52,GAN,SPATC1,POLD3,DMD,PIM3,TUBB,NIP7,SLC7A6OS,PCK2,QSOX2,RABGGTB,LPCAT3,DUS1L,G3BP2,MIER3,PRELID1,ETFB,PHACTR2-AS1,RBM8A,RPL17,PLCE1,MANBAL,CPT1B,MSRB1,CAPN10,TOR1B,NUP107,RFC1,ITGB1BP1,KIF21A,CSRNP1,SFXN1,B4GALT5,SUCLG1,KIFAP3,KIF5B,SLC25A24,ZSWIM4,PRR16,NAXD,ELP6,SF3B3,ZNF680,ZNF337-AS1,MYL6,FAM20B,ZNF821,CPSF1,STAM2,KCNN1,PIAS4,ZNF761,PFDN2,TMEM183A,SYF2,NRDE2,POP5,MTPN,TELO2,SLU7,PIN4,PARK7,CCDC150,DPH7,PRIM1,SERTAD3,WDR55,AMBRA1,DOCK1,ZNF691,ZNF639,NAPA,SRP54,GAS5,TADA3,GLRX2,TMEM161A,SLA,SUPT4H1,PINX1,NR1H3,IFIT3,GPR137,G6PC3,EPC2,MACF1,SRSF10,MALSU1,SLC8A1-AS1,ZNF451,CHMP1B,NEDD4,RLIM,WWOX,SREK1IP1,GABRG2,ALDH6A1,RND3,RNF103,C1QTNF6,DDX5,ZCCHC24,ZSCAN32,HABP4,SPSB2,TMEM126A,TMEM106A,ZNF565,ZNF589,FBXO3,INTS12,NFKBIE,NUDT21,POLL,TMEM259,TNFRSF1A,PRPSAP1,SACS,SNCA,PKD2,ZNF791,TTC37,ZFYVE27,CNTLN,TRIT1,NRDC,MTRF1L,PBDC1,FBXO42,CRADD,MRAS,C12orf10,NSUN4,CPSF7,CMTR1,CEPT1,CLPX,CCT2,LYAR,OGFOD3,KIAA2026,ZNF737,DVL1,INPP5A,ATP11C,ARID4B,PLAGL1,CTBP2,GINM1,RFC2,TDP1,GABPB1-AS1,RIOK2,NRIP1,NUTM2A-AS1,KCNE3,TSNAX,UNC5D,ZNF638,C9orf40,CLCN6,MRPS25,HP1BP3,MRS2,STX10,NUP35,CCT5,RMDN2,LGALS3,SLC50A1,BPNT1,LRP1B,CPE,PTPN14,NFKB1,DDX46,UFM1,MAPK7,CUTC,INTS3,GPBP1L1,SLC18B1,RAB35,ZFP62,SYNCRIP,PLCB2,MRPS18C,SH3BP5L,FBXO38,TNIP1,TSC22D4,RPS15,USP34,USP51,CXADR,DHDDS,SNHG5,C2orf42,APH1A,CD36,PIP5K1C,ABAT,DDX3X,ALDH16A1,RSRC1,ST3GAL5,CAPN3,CAMKK1,ZNF16,PCCB,BTD,MRPS16,TMEM109,PRR14L,SMG6,UBE2J2,XKR6,TMEM199,NRXN3,CCNI,TAF12,PDZD4,POR,FUCA2,PIGT,COA5,NOC2L,MRPL51,FGD3,CCZ1,ELAC2,CLTB,DNAJB1,PDE1B,TRAF7,MTCH2,RPS6KA3,COPE,POLR2J,ARHGEF3,CPNE8,SMNDC1,NEBL,PAXIP1-AS1,DCTN2,EMC10,COMMD3,SNAPC1,GAS2L3,AKT2,COX7A2,VTA1,ATF5,RMND5B,RHOA,SLC39A8,MYBBP1A,RER1,AGPAT5,YTHDF1,LSM4,C2orf74,FAM107B,EFHD1,S100A8,CLPP,SPOCK1,C3orf35,POLR2E,ALG1,RAP1GAP,MEG8,NOL6]"
39,"[REST,CDYL2,CADPS2,NREP,DHRS12,ZNF816,PRKAR1B,C2orf74,ELP5,MYOF,FHL1,SSNA1,LMO7,SRPK1,RBFOX2,SUN2,NSMF,RBM12,PLEKHM2,MTRNR2L8,ZNF701,HNRNPUL2,RPS11,NIPAL3,TCERG1,CNPPD1,CDC34,FAM53B,BCL2L13,PLCB1,TMEM8A,TEAD1,USP28,NDUFB4,RSAD1,LINC00623,FN3KRP,CCZ1,CENPC,ATXN1L,RPP40,NFX1,VPS13A,WDR48,EIF4A2,TBPL1,CDC14B,NAP1L2,UNC45A,ICA1,RB1CC1,NUCKS1,TTC28,WDR61,NUDT4,CDYL,ARF1,UBXN8,PATJ,RHEB,ZNF79,TMEM47,PTER,AXIN1,IGBP1,C19orf12,PRKX,PIM3,NUP50,TPP2,RCBTB2,EPHB6,ADAM17,POLDIP2,GDPD1,LINC01138,DNM1L,TNNI3K,COQ7,MAPKAPK5-AS1,PRPSAP1,DCAF5,TERF1,CAMK1D,NELFB,STMN1,SLC41A3,NPL,MYH10,AGO1,STX17,CCNC,OAZ2,ANKRD36C,RYBP,PPFIA3,MED30,RAD50,LPCAT2,GNL3,CNOT7,NSF,RTF1,KAZN,NEMP2,TPM2,DTNBP1,CNKSR3,GNAI3,ZNF350,ATP1A3,STAT1,ANGPT2,FAM162A,TAF7,PPM1L,KIAA2026,BMP2K,ELAVL1,HDAC2,CRLS1,UBE2D2,CDR2,NAA50,TMX4,NOP58,ZNF664,APOBR,DSTYK,PLCXD3,APBB1,COX10,DCTN6,SMU1,CBWD3,ITGA5,PTPN12,SULT4A1,EIF4ENIF1,ZNF726,EZR,SLMAP,STK38L,STK24,MARK3,CHMP2B,NRBP1,HNRNPM,HCG11,LSM5,PRPF18,AFF1,FHIT,PACS2,PDGFC,TBC1D25,ATG5,TUBGCP2,ZNF562,MFSD6,SHOC2,CBLL1,ZNF460,SUN1,DIDO1,LRP12,SOCS7,NBL1,HK2,UBXN7,UTP18,NAV1,ZNF589,SYF2,SETBP1,ZNF121,SIAH1,TRIP12,BTG3,PKN2-AS1,SEC62,SCO1,PIK3C3,TBC1D16,CYTH1,LPP,FNBP1,VPS4A,CD58,ADIPOR2,PSMD14,ZNF687,RAP2C,RABGAP1,UBR5,EMP3,UFL1,SAMD8,SLC4A4,HTRA1,IL4I1,ABLIM1,TMEM50A,MCFD2,CCNT1,MTRF1L,ZNF76,ROCK1,MCC,CNOT6,PLEKHF2,BSG,C18orf21,JOSD1,TRIM11,HINT3,FBXO11,ZNF215,ABHD17B,TEX10,TCEA2,DDX59,IMMP2L,OSTM1,FAM50A,SPOP,B3GNT2,BRF1,NELL2,EGR1,CACNB2,ARHGAP31,LONRF1,MTMR2,VPS37C,WDR5,ACVR1B,NIF3L1,TMEM50B,CKS2,CA2,KHDRBS3,AAAS,RTEL1,CEP112,ARFGAP1,SDK1,ST7,EML6,SLC6A17]"
40,"[SNX19,EGR1,RAB8B,MXRA7,AAR2,SVIL,MAFK,CDKN1A,MIOS,SEH1L,TWSG1,LATS2,CERS5,CHSY1,PPP3CC,KCNN4,ADAM17,DECR1,LMNB1,ADGRV1,UGGT2,TMEFF1,FYN,BNIP3L,FRMD8,FBXO21,STK40,TET2,SEC24A,MPRIP,DDX55,PLAGL1,CDIP1,ASAP1,GNA13,FAM217A,YTHDF2,FNIP2,RXRA,SS18,ZMYND11,MAPT,NKX6-2,ANKH,ATP6V0C,STARD8,ANKRD28,CLIP4,TARS,TESC,CDH26,ATP1B3,RBBP7,PRR5L,ABHD3,PRKCQ,FBXL7,SLC26A5,LINC00461,SULT4A1,ANK3,PLEKHG5,MIR17HG]"
41,"[POC1B,SGK3,ZRSR2,TMC6,USP8,SLC8A1,METTL22,KANSL1,LTBR,VAC14,RAP1GAP,TCHP,CARD19,SHPRH,CKLF,ELMOD3,ZNF639,PPM1K,PUS3,NEU3,HARS2,RAPGEF4,ERICH1,PYM1,SLC47A1,WASL,LPCAT1,SETMAR,LRRC37A3,ABCD4,AHCYL2,PIK3C2A,ZFYVE9,LAMP1,ZSCAN25,TRIM39,ZNF81,NOL4L,GABPA,PRPF6,FAM120A,SFMBT2,TRAPPC8,SESN1,STXBP4,SF3B1,HELQ,EGFR,TAF1C,MRPL19,ADAR,FLI1,FBXL4,CHPT1,HSPB11,SWT1,SPAST,ATPAF2,ZCCHC7,SEMA4C,SKP2,WDR12,UNC50,EMSY,NFXL1,CECR2,NR3C2,SLC37A4,MICAL1,CFLAR,KANK2,INVS,ATF7IP,AKT3,ARSK,RERE,TUG1,VPS41,THADA,SNX30,RAB15,WBP2,ZFYVE26,VPS8,USP33,CCDC125,IKBIP,FCHO2,OSTM1,TMEM138,UACA,HACL1,SPPL3,SCPEP1,PNISR,MAP2,FAM120B,C14orf93,RFX3,RDX,USP25,RSPRY1,MAX,SPAG6,SLC2A13,TXNRD3,TMEM39B,RNF141,BNIP3L,ZNF362,IL10RB,ANKRD44-IT1,RBM43,FOXJ3,HPS1,JKAMP,PRIMPOL,POU2F1,NIPBL,ANKRD6,SDCBP2-AS1,GLCE,KANSL1L,NFATC3,FBXO33,MAP2K5,MBNL1,IDE,ATXN7,ZNF600,TSEN2,ARHGEF6,RRAGB,TFEB,UBL7-AS1,WDSUB1,UXT,ATG5,C16orf72,BOD1L1,KATNBL1,CBX5,RPP38,PACRGL,KNTC1,NCOA3,HNRNPA1,TSFM,POLD3,L3MBTL3,ZNF70,NFIL3,ZNF85,GPR155,SLC30A9,RPL6,BCLAF1,MOB4,TOPORS,SMAD2,ZNF124,ZNF431,TCEAL2,CPNE1,KMT2E,DIP2B,LPXN,RPL31,TTC14,AFF4,ANKMY1,MMGT1,MGA,NOL8,PPM1B,MYCBP,ATP6V1H,BBX,HEATR5A,RIC1,UMAD1,ID4,ZNF816,RPL3,TMEM128,CHMP1B,EXPH5,HIF1AN,HPS5,FMR1,FKBP11,TARS,CLN3,NAA38,FAM32A,G6PD,SLC4A4,SF3B2,SLC31A2,GLRB]"
42,"[VCPKMT,POLA2,SETD5,TPI1,SYPL1,FBXL13,DNM2,ZNF367,RANBP17,ACER3,CPT1B,UBALD2,NDC1,SERINC3,CNEP1R1,ACSL4,AMOTL1,LGALS3,FLOT1,KPNA3,GMPR2,CEP89,MKNK2,CBWD1,TAF1C,EPS15L1,IFNAR1,MKLN1,MIER1,TAP2,SLC35G2,LINC01023,RHOQ,TIPIN,RAP2B,LURAP1,TUBA1B,AUH,ZNF41,CNTNAP5,NME4,MRPS36,UGCG]"
43,"[DNHD1,POLR3G,LINC00844,NPAS3,CCR5,SPOCK3,FBN1,PAX8-AS1,ZC3H3,ERLEC1,GIPC2,LRP4,AKAP6,ZFHX4,NFIL3,DPP10,STAG3,C8orf76,RBM4B,RANBP17,SECISBP2,ERMP1,FRYL,ATP1A1-AS1,LIG4,ARF6,LINC01572,ZNF621,C19orf48,IL10RB,TUBGCP2,ALDH7A1,SH3BP5L,MRPS16,TXN,MAK,ARFGEF2,PLEKHH2,CHMP6,SLC25A25,ETV1,OSGEPL1,IPO8,RANBP6,RASSF1,RRN3,CLASP1,SPTBN1,DDX21,RSAD1,ENOSF1,PLOD3,SRPRB,TAGAP,CHMP1B,LEKR1,CD9,PGBD2,CDH20,ROBO1,UGT8,CLDN11,JAM3]"
44,"[WDFY1,PGGT1B,JAK2,GALNTL6,ST3GAL6,MDM4,CDK14,LRRFIP1,LRRC8D,BIRC2,TLR2,CDK13,NAP1L1,ZNF672,PDCD6,SMIM15]"
45,"[EIF5A,DDX42,GCLM,SURF4,MCUR1,IRGQ,DGCR6L,PPP4R3A,VSIG10,SETMAR,CHGA,TRIM24,KAT6A,NOL9,LINS1,MPI,FBXO22,GOLGA8A,VOPP1,FGF11,PAN2,TRPV4,ZMYM4,LPXN,NUP43,RAB6A,STARD13,THADA,RAB11FIP3,NIN,PLK4,PPP1R12B,SLC4A2,CYB5B,MAN1A2,ERP44,PRPF39,NAA15,TMED2,TAF2,OPHN1,IQCG,PYROXD1,TMOD1,APOOL,CYB5D2,UBE3A,ZNF407,MOB4,C12orf65,TMX3,MTIF2,SNX5,RAB3GAP1,MAK,DDX21,CTSA,TAF15,PPP6C,SLC12A9,GRB2,ADPGK,CHSY1,CDIP1,ECHDC1,UBXN1,TYW3,ZRSR2,MIB2,RTN2,PSMC1,GLRX2,ATRNL1,HAGH]"
46,"[NRF1,C1D,RBAK,TMEM47,CMSS1,MFSD14B,SNHG19,DIO2,NREP,PRRC2A,PBX2,FOXK1,PTGS1,SMC5,SLC15A3,ERMAP,AFF1,GABPB1,TRMT2B,DSTYK,XXYLT1,MAML1,TXNRD1,TGOLN2,CDK17,GPR137B,FXR2,SLC23A2,ICA1,DENND4B,TCEANC,VCPKMT,TTBK2,RAB12,TIA1,ACAD9,CSPP1,NCOA6,PHACTR4,EP300,SNAPC5,PICALM,DNAL1,TANC1,BNC2,MDM2,TSPYL2,FTCDNL1,HDLBP,NFIB,HNRNPH1,PGGT1B,ZEB1,DHTKD1,CAPZA2,CYTH1,REEP4,CC2D1B,RPL5,LINC01023,LIMD1,MSMO1,WDR35,ZNF765,ATXN7,ZNF778,FZD1,TTC39C,SLC40A1,FAM102B,COMMD5,FOXO3,SLC16A10]"
47,"[SLC25A36,KDM4C,CMC2,CDC37L1,AMOT,PCMTD1,XPO7,RBFA,TSC1,FBXL4,NUTM2A-AS1,FOXN2,NDUFB2,RIF1,AMFR,ANKRD36C,TMEM248,BACH1,APBA1,LSM14A,ZNF267,WIPF1,UBAP2L,RGS5,DTNA,PHLPP2,PTPRM,ANAPC1,ERGIC2,HCG11,PGRMC2,FTCDNL1,ABR,PHACTR2,CDKN2A,MBNL1,CSNK1G3,BIRC2,BRSK2,ORC5,INSIG2,CENPJ,SLC45A4,EPHA6,BNIP2,CDKN2AIP,ZNF862,EVI5L,CNTLN,THSD1,SATB1,NCOR1,MTOR,CHD6,CHL1,UBR5,ATP2A3,PRPF38B,POU2F1,CANT1,RORA,ACVR1B,FBXO5,LEPR,DPP6,KIZ,RHOBTB3]"
48,"[CTTNBP2,APOE,APPL2,GPRASP1,ZMYM3,MYH11,APCDD1,ZFP36L2,RFX3,HS3ST4,TNNI2,TGIF1,C12orf42,MBD5,OSBPL9,CTF1,FOXO1,ADAMTS10,ZBTB26]"
49,"[DNAJC16,PILRA,ELMO1,LEPR,EMID1,AUH,CXCL12,CHAD,METTL17,RGS18,RNASET2,TGFA,CCDC30,PELI2,SLC38A9,RBM44,BROX,KCNH3,CACNA1D,FER,ATP10D,CCDC102B,PRKAG2-AS1,APOBEC3C,SLC40A1,FAM149A,MPPE1,LCORL,SLX4IP,FOXP2,HDX,TMEM255A,RNF130,PDK4,L3MBTL3,TXNDC16,LINC00899,CXCR4,ANTXR1,SPAG6,IPO9-AS1,KIZ,HNRNPLL,TXLNB,TACC1,ST3GAL6,RCAN3,MITF,RAB5A]"
50,"[DNAJA3,NPRL3,DCLK2,STARD13,OSBPL3,GLUD1,PTMA,MRPS34,CDKN1B,AFAP1,FAM207A,LYRM2,GOPC,PRDX3,CREBRF,EMD,FDPS,AFF3,GZF1,MARCH8,ABCG2,EIF2B5,LMBRD2,LRP3,HARS,CPM,AP3D1,EGFL7,ZFP69,TXNL4B,SUPT5H,BAG6,C14orf28,MOV10,FN3KRP,CUL9,CRYBG3,NAA16,NDUFA1,DMXL2,SYMPK,SLX4IP,GRAMD1A,KIAA0930,CLN3,ANAPC16,SMARCA5,SBDS,KRIT1,RPS15,RABL2B,DAZAP2,EBAG9,HACE1,CRTAP,ZNF782,LRRC47,VPS52,WDYHV1,AP2S1,RPS6KB1,FOXN2,GPALPP1,MVB12A,GABPA,FMR1,DKK3,POLR3B,MYO9A,RPL21,ABCC2,SLC39A11,KANK2,DYNC1H1,MIS18BP1,PSMG2,PDK3,NDUFC1,FAU,NDFIP1,HRAS,CHCHD2,RAB14,CHIC2,GTF2H2C,HMGB1,AGGF1,CD81,CFL1,PLEKHF2,HACL1,NFYC,MAP4K4,SLC35E3,UMAD1,KIAA1586,RPS25,ZNF616,TRNAU1AP,RPP40,OSGIN2,COMMD3,WDR6,SNHG6,ADGRL2,SEL1L,ADAR,LDHB,STARD9,ZNF775,MFSD14C,ROCK2,GUK1,BUD31,WDR82,COX5A,PLAC8,ARMCX5-GPRASP2,ZNF765,GTPBP3,TBRG1,PLCL1,TRAF5,STARD3NL,RAP2C,RPL34-AS1,SCAMP4,MED7,GINM1,NIPBL,SLC30A9,INCENP,USP38,UMPS,CYB561A3,ZSCAN26,HARS2,STXBP3,SGSH,MKKS,MTR,NACA,SERGEF,MRPS36,SLC25A40,NAE1,APPL2,SSR3,AGK,TMEM185A,SMARCA2,TNRC6B,KLHL42,SF3B3,GLRX5,DR1,CDK5RAP2,NADK2,OTUD6B,ZNF280D,MBTD1,DOCK7,B3GALNT2,TBC1D5,MICU1,PCDHGA10,CNBP,AEBP2,RNPC3,SLC41A3,CREB1,UFM1,COPS7B,DYRK4,TMEM260,GPSM3,MLF2,USP25,ZC3H13,RPTOR,KANSL1,FBXL3,WDR5B,KDM4C,SFT2D1,MCF2L,LXN,MFAP3,TNKS2,FBXL17,CPNE1,TMEM135,FBXL14,ATF7IP,CKB,MORC4,EVI2B,DTL,SNHG5,SARAF,ZFYVE16,DECR1,SAMD4A,GPR135,CAT,FTSJ1,POLA2,PPIL4,NFIA,RIPK2,RBM3,URB1,ZNF202,CEPT1,HERC4,AGTPBP1,ABCD4,PRDM15,GSR,SLIT2,THSD7A,ZNF37A,DYNC1LI1,PPP2R5E,SRD5A1,MTIF3,SSH3,DPF2,CCDC47,GTF2A2,FOXO3,UBL3,DYNC2H1,COMMD10,KAT2B,HNRNPH3,SPATS2L,SETD7,CEP63,PSMB1,FAM126A,ZFP91,CCDC88A,PM20D2,RPS6KC1,SNX20,RAF1,DAGLB,ATP13A1,LINC01184,ASXL1,ACTG1,CAPRIN1,TMBIM1,PRKDC,TCAIM,ITSN2,ALG6,ATP7A,ZBTB18,EPOR,ZNF70,RAD23A,KDM3A,POLI,SLC25A3,FKBP1A,TMEM141,XIST,LOXL2,SMIM15,B4GALT4,ZNF124,PDCD2,ERRFI1,RPS16,STYXL1,SMARCE1,RBCK1,SHOC2,XPO1,RTN3,TUBGCP4,CHAF1A,PDPK1,FANCC,EIF2AK1,ESYT1,ISYNA1,PRNP,DUSP16,RPS18,ELOF1,PSMF1,ARHGEF4,UBE2F,TRAM2,ZDHHC2,SMARCD2,CPNE3,FAM3C,ZNF264,CCSER1,MEI1,NCOA2,FGFR1OP2,COPB2,MED13,CASD1,HDHD3,DIS3L,COX5B,PMS1,TIMMDC1,DPP10,WWP2,SGMS1-AS1,RBAK,ANAPC11,GTF2IRD2B,TBC1D19,SLC16A13,ENOSF1,C1orf131,HELB,TMEM230,PTGES3,UBQLN2,CLTA,HSPA8,SLC40A1,EFCAB2,KCTD12,C5,LINC00899,CHORDC1,SLC25A30,DHPS,CFL2,UBXN2B,PIGC,PBLD,MXRA7,SCRN3,FRG1,TM2D3,POLDIP2,JOSD2,RPP21,ZMYM3,PCGF6,TRMT10C,SLC9A1,PTGR2,ATP1A1-AS1,CABLES1,CEP164,AHSA1,SLC16A10,MTUS2]"
51,"[CCAR1,MRVI1,ZBTB46,LY96,NUP43,ZNF445,BTBD9,PRKRIP1,TTTY14,DDX20,SYTL3,KIF13B,CENPP,COG7,BAZ2A,GYPE,PRH1,CLPTM1L,FNBP4,ISY1,GRIA3,EXD3,WDFY3,MAP3K8,MYO9B,FAM72D,ZNF606,CA5B,GABPB1,PRKX,ZBTB25,TMEM161B,SS18,XKR8,VPS13B,SIRPA,KPNA6,PRKAR1A,GPR155,GOLIM4,SLTM,TM9SF3,EPB41L3,ARHGEF7,DCAF15,RAB10,TIMM23,BARD1,STAMBP,KDM6A,CNOT10,APPL1,ZNF789,JOSD1,TRAPPC10,FRS2,JMJD1C,FOXJ2,TCAIM,ANKS1A,RAB1A,ERI2,OLA1,ZSWIM6,SEH1L,ZNRF3,EFCAB2,SPATS2,SOX6,MFN1,ADPGK,RGS2,RUNX1,PANK2,TMPO,VPS13D,FUBP3,HIPK3,AZI2,CHD1,BATF,CHCHD7,CCDC149,UBE2F,GANAB,ANKHD1,MIER1,AKAP13,ALG11,LRRK2,ZNF761,HMGN1,SDCBP,FAM149B1,WWC2,SYAP1,LMO2,MFSD14B,NT5C3A,NTRK2,PLEKHA2,SLC31A2,FOXK1,EIF5B,STK40,L3MBTL3,FAR2,ZNF266,PRKAG1,MLLT1,FNIP1,RB1,STYX,SOAT1,SNX8,ASAP1,NEMP2,MLXIP,ZNF200,ADAM9,SPTLC1,MAP3K11,RIPK2,KCNJ6,GPATCH2L,HDLBP,ATG3,IFI44L,FBXO25,AFF1,BAZ1A,RPL27,CLIP1,PSMD6,LYNX1,TMEM117,PRKD1,PPP6R3,PELI1,BMP2K,UPF2,ANGPT2,ZFAND5,RAB9A,PXDC1,TSPAN32,INTU,NRXN3,WWP1,DNAH14,LINC01356,ZFP90,RSPRY1,AAMDC,SERINC1,TAPT1,RPL34,ZBTB49,ARHGDIA,CASC15,SLC4A7,EXO5,SEL1L3,SPRED1,POLE,RPRD1A,AP2A1,CCDC9,DDX58,ABHD5,PRKAR2B,CC2D2A,MYRIP,TCF7,ICAM1,HAT1,PCNX1,PFKFB3,PRKCQ]"
52,"[SMIM7,TSHZ3,GABRD,PKNOX1,NPLOC4,CBX3]"
53,"[HCK,PALM,PKM,GTF3C5,TJP2,HRAS,SYVN1,TMEM135,BRD2,MAFG,DDHD2,TTC23,GTF2IRD1,VOPP1]"
54,"[AGPAT2,UQCRH,RECQL5,RPL18A,SOBP,CNRIP1,MAPRE1,UBE2M,LMTK2,PRMT1,NOM1,SLC25A4,MAP3K13,TRAPPC5,MECR,ATP23,DAZAP1,CCT6A,SLC25A5,MRPS6,HMGB2,TMEM199,WWC3,RPL34,TMEM230,PRKG1,RPS6,VCAN,ATP10A,PPP1R12C,RFC3,COBLL1,POU2F1,ASNSD1,FIBP,CCDC186,NOP14,ITGB1BP1,DNAJB4,RFT1,HSBP1,OCEL1,ZNF227,CACNB2,RPL28,KLF12,UBA6-AS1,DYNLL2,JUN,ZNF219,ZNF467,PTBP3,PAK1,LYPLA2,SNX3,RSL24D1,CISD2,CDK11B,TEC,MLLT10,SSU72,KANSL1L,MAPK8IP3,CBLL1,PURA,SSBP2,YTHDC1,UFM1,USP36,TMEM165,ZNF555,TBX18,NCF4,SRSF6,MMGT1,CCNL1,BCL2L11,SMG7,ZBTB18,NUDT5,DR1,CHL1,RAB11A,HARS2,ZNF697,RNF19A,ZCCHC2,PLA2G6,BBIP1,TMEM164,DENND2D,UTP14A,KLHL28,RASA4B,MTA2,SPECC1,PBLD,ARID3B,PPP1R7,SNX27,GTF2H3,FAM32A,PDCD11,PDCD10,FBXO11,ATCAY,SMARCD3,FHL1]"
55,"[FMNL3,CD247,TNFSF8,LINC01091,SULT4A1,ZNF496,COL25A1,NFE2L2,GNB5,SPON2,B3GNT5,DACT1,RASGRP2,SFMBT2,ZNF746,ABCC6,NCOA5,FAM120C,RTTN,RASSF8-AS1,STRADA,FBXO11,FXR2,EHBP1,DPP6,RABEP1,ELAVL4,PATZ1,LINC01023,GOLGA8A,AVEN,PSMF1,KDM3A,CLASRP,IKZF2,TANGO6,CCNJ,WIPF1,OAF,HNRNPC,ICAM2]"
56,"[CCDC146,STARD8,ARHGAP6,CD2AP,GNB4,CAB39,GLS,CMTR2,KCNH3,KPNA4,CBWD6,SIKE1,FUOM,ARL15,LITAF,POLB,CYLD,STK38L,RGS10,OTUD4,DPY19L3,TLR5,KLHL24,KCNIP2-AS1,USP3,SLC2A13,CASP8,UBE2W,GSTM2,PDE8A,GPATCH2L,EXPH5]"
57,"[ATAD3A,FDXR,SPCS1,THOC7,SMARCE1,RPS18,ESD,LSM3,EZH2,DLGAP2,PKNOX1,TRAK2,ARF5,TSC2,WFS1,NRG3,DDIT3,SF3B5,SBDS,FAM20B,MRPS21,MRPL28,SRM,FOXP4,NCSTN,PARP1,CHTOP,DYNC1LI2,CDH18,ZBTB5,CCDC57,USP1,CNRIP1,TRUB1,SYNE1,BAG3,ASB8,HLF,CTIF,PCBP1,BCAP29,KIF3C,ATMIN,RPS12,URB2,SLC4A1AP,TTC12,RPL27A,VPS13A,CHORDC1,CENPI,ATG4B,UBQLN1,PTGES3,LARS,RTN4RL1,MORC3,NIT1,PFDN2,RPL39,FANCD2,RPL9,GTF3A,BTF3,PIGH,TCAF1,SPRYD3,CLK3,NMI,AIP,LINC01503,EIF4A3,HPCAL4,NDUFB1,KRR1,SSR4,HIST1H2BH,UBA52,NOL11,ZNF775,TMEM245,INTS6-AS1,FKBP3,PRKCSH,NDUFB5,SLU7,TSTA3,NFYB,ST13,SH3BP2,MTRF1,EIF4A1,CDC14A,AHCYL2,EXOC2,DRAM2,BCS1L,C3orf38,G6PC3,CEP72,POLE2,AHI1,ANO10,DEPDC5,TTF2,UBE2N,ING3,PRTFDC1,CDAN1,SLX4IP,TBCB,AASDH,PRKDC,CCDC126,SDHC,TRIM33,ZNF561,PHF21A,RPL41,FOCAD,EIF2B2,LRRC63,BAIAP2,NME2,NIPA2,NDUFAF7,TMED3,MASTL,POLR3D,ZNF195,MTFMT,RFC3,INPP5F,HEATR1,MND1,PLD1,RTN4IP1,POLE3,CTTNBP2NL,TMEM101,RRN3,VKORC1L1,SMARCD3,CHMP2A,EIF3C,L3MBTL1,UQCRQ,VPS33A,FNIP2,RIOK1,RPL26,UTP23,CALY,LRFN5,COMMD2,NNT-AS1,SLC39A3,CPNE5,MIEN1,ILF2,CAPN15,SEZ6L,CC2D2A,CCDC59,CLDND1,HEATR6,UROS,HIST1H1E,C17orf67,ADCY3,MKI67,TWSG1,MEIS2,THAP2,BCDIN3D,B3GAT2]"
58,"[NUAK2,SLC16A10,GCFC2,C11orf65,UBAC2,MLST8,MYEF2,SYCE2,QKI,TNFRSF1B,TMEM220-AS1,CACNA1D,METTL8,PNMA5,NEK1,SLC46A3,SEMA6D,GSE1,ZNF331,ERI1,SULT1C4,ARHGEF11,MSH5,SLC25A13]"
59,"[PRMT3,FAM120B,ASB1,WASL,HIBADH,BCLAF1,RRAS,DCP1A,SYNM,SORBS2,PPT1,MOB2,ASCC1,LCP1,PRMT5,C1orf159,HNRNPH3,PHTF2,PHF3,TCEAL8,FCGR3A,NGRN,ATOX1,RETSAT,RPS19,EFHC1,SS18,RNPC3,BAZ2A,CORO1B,CNOT4,PIP4K2C,GPRC5C,STAT5B,RNF114,ZNF525,KTN1,RBM28,RRAGB,MXD3,LRP11,NDRG2,CELF2,TJP2,CARD8,MKLN1,CAT,MGAT1,KCNC1,TAOK3,MGA,SLC35E3,SCN1A,CAHM,PATL2,RWDD3,FBXW4,SNHG6]"
60,"[VPS72,PRDM8,NAP1L2,CCT2,LRPAP1,CNKSR2,UBE2I,RPS16,ZFYVE21,TEX261,CYSTM1,CDKN2D,ABHD17A,CPT1B,NCF2,MEG8,NACA,CTDSPL,ZNF71,RYR2,SLC12A5,DEAF1,ZBED4,PEX16,NPIPB15,DONSON,CFL1]"
61,"[CFAP44,ZNF618,CSNK1G3,RSRP1,RMDN2,MDM2,FOXN3,SNX27]"
